depression_weight,suicidal_weight,val_macro_f1
1.3,0.95,0.8176991555781046
1.25,1.0,0.8176920978382967
1.1,0.9,0.8176330513282172
1.45,1.0,0.8176318442276953
1.65,1.7,0.8175942161885578
1.3,0.9,0.8175855238944402
1.7,1.6,0.8175548052855552
1.05,0.85,0.8175338304576961
1.5,1.6,0.8175034012035172
1.65,1.65,0.8174857843363672
1.2,0.95,0.8174374346952922
1.4,1.55,0.8173707582476226
1.1,0.95,0.8173622374480193
1.25,0.9,0.8173583447039647
1.25,1.3,0.8173368148425517
1.0,0.95,0.8173232207102918
1.15,1.0,0.8172899579963535
1.2,1.2,0.8172415078174982
1.4,0.95,0.8172209907425386
1.35,1.5,0.8171981255613076
1.7,1.25,0.8171845606116259
1.05,1.05,0.8171610178444112
1.25,1.35,0.8171230273091451
1.6,1.7,0.8171162246646517
1.55,1.65,0.817106684784369
1.45,1.6,0.8171054033965601
0.85,0.75,0.8170975944683714
1.1,1.1,0.8170285546584153
1.6,1.1,0.8170018948619577
1.15,0.9,0.8169926812631273
1.15,1.15,0.816977204467189
1.2,0.9,0.8169489382839987
0.85,0.7,0.8169150523785107
1.0,0.85,0.8168895150439965
1.1,0.85,0.8168831986948184
1.05,0.75,0.8167995324215598
0.95,0.85,0.8167810181440841
1.2,0.85,0.8167653418105072
0.95,0.9,0.8167536961876615
1.2,1.25,0.8167530322885753
1.7,1.7,0.8166957119254251
1.5,1.65,0.8166586013390487
1.4,0.9,0.8166522586181457
1.05,1.1,0.8166520968519582
1.1,1.15,0.8166307136564843
1.05,0.8,0.8166254145268187
0.9,0.75,0.8165569792285925
1.2,1.3,0.8165503327697741
1.15,1.2,0.8164859038653344
1.3,1.45,0.8163772108988191
1.0,0.75,0.8163717275612429
1.0,1.0,0.8163646086780679
0.9,0.8,0.8163117454085562
0.95,0.8,0.8163066713508627
0.95,0.75,0.8162986286188831
1.55,1.7,0.816239673398276
1.05,1.15,0.8162125795598062
1.55,1.05,0.8161709131121974
1.0,0.7,0.8161533686129557
0.9,0.7,0.8161160713853877
1.15,1.25,0.8161010209221667
1.1,1.2,0.8160640581906686
0.9,0.85,0.8160492578854568
